nct_id,intervention_type,intervention_name,description
NCT07729787,DEVICE,Mechanical Percussion,"Mechanical percussion is an airway clearance intervention that utilizes a mechanical percussion device to generate rhythmic vibrations over the chest wall to loosen and mobilize pulmonary secretions. Participants will receive supervised mechanical percussion therapy for approximately 10 minutes per session, five times per week, for six weeks. Treatment will be delivered according to standardized clinical procedures, with device settings adjusted to participant tolerance and clinical response."
NCT03912233,DRUG,VX-121,Tablets for oral administration.
NCT03912233,DRUG,TEZ,TEZ tablet for oral administration.
NCT03912233,DRUG,VX-561,Tablets for oral administration.
NCT03912233,DRUG,TEZ/IVA,Fixed-dose combination tablets for oral administration.
NCT03912233,DRUG,IVA,Tablets for oral administration.
NCT03912233,DRUG,Placebo,"Placebos matched to VX-121, TEZ, and VX-561 for oral administration."
NCT01092572,DRUG,Simvastatin,simvastatin 40 mg per day orally for 12 weeks.
NCT01092572,DRUG,placebo,placebo 1 tablet once daily for 12 weeks
NCT01329172,OTHER,polyunsaturated fatty acids n-3,polyunsaturated fatty acids n-3 1 gram per day during two months
NCT01329172,OTHER,placebo,sun flower oil with Poly Unsaturated Fatty Acid 1g/day
NCT06616857,BEHAVIORAL,NUDGE,Individuals in this condition will receive intervention content to promote physical activity.
NCT06616857,OTHER,Education,Individuals will receive educational materials about how to increase physical activity
NCT02767297,DRUG,FDL169,
NCT00531882,DRUG,Pioglitazone,30 mg once a day
NCT00531882,DRUG,Simvastatin,40 mg once a day
NCT00531882,DRUG,Ibuprofen,"Ibuprofen 15-23 mg/kg twice daily, maximum 3200 mg/day"
NCT02605538,BIOLOGICAL,Vaccination with vaccine against hepatitis A and B,Vaccination against hepatitis A and B
NCT01695343,BIOLOGICAL,KB001-A,
NCT01695343,DRUG,Placebo Comparator,
NCT02603666,DEVICE,Fibroscan,"Ultrasound by specific wavelength developed for elastography, repeated measures according to the manufacturer's instructions."
NCT00399945,DRUG,Tobramycin,
NCT03224351,DRUG,VX-659,Tablet for oral administration.
NCT03224351,DRUG,TEZ/IVA,TEZ/IVA fixed-dose combination tablet for oral administration.
NCT03224351,DRUG,IVA,Tablet for oral administration.
NCT03224351,DRUG,Placebo (matched to VX-659/TEZ/IVA),Placebo matched to VX-659 and TEZ/IVA.
NCT03224351,DRUG,TEZ,Tablet for oral administration.
NCT03224351,DRUG,VX-561,Tablet for oral administration.
NCT03224351,DRUG,Placebo (matched to VX-659/TEZ/VX-561),"Placebo matched to VX-659, TEZ and VX-561."
NCT07274020,DRUG,Intermittent Moxifloxacin + Standard Care,"Moxifloxacin 400 mg orally once daily for 7 days every 8 weeks (total 6 cycles over 12 months), in addition to guideline-based standard care"
NCT07274020,OTHER,Standard Care (in control arm),Participants will receive guideline-based management of bronchiectasis without long-term suppressive antibiotics.
NCT01313624,DRUG,AZLI,AZLI 75 mg reconstituted with diluent and administered via nebulizer three times daily
NCT01313624,DRUG,Placebo,Placebo to match AZLI administered via nebulizer three times daily
NCT07031323,BEHAVIORAL,OnTrackCF,"OnTrackCF is a mHealth application co-developed with Upstream Dream. It is designed specifically to track and support adherence to CFTR modulator therapy. The app allows users to track their modulator intake and disease symptoms while supporting their adherence goals using Behavioral Change Techniques (BCTs) with empirical evidence of efficacy. The BCTs are administered primarily in the form of messages designed to deliver specific BCTs. The app sends up to 3 adherence support messages per day and provides detailed data to the user about their adherence levels, adherence goals, and disease symptoms. This process will continue until we reach an N=60 AWCF enrolled OR demonstrate that we have achieved 12 weeks of sustained user engagement with the app."
NCT06030206,BEHAVIORAL,Investigator-designed lung transplant education resource (Research Intervention),"Participants will access the investigator-designed educational resource via their login to a secure website. After three months, participants will gain access to the publicly available website (attention control) and will have an additional three months of access to both of these resources."
NCT06030206,BEHAVIORAL,Publicly available transplant education resource (Attention-control),"Participants will access the publicly available education resource via their login to a secure website. After three months, participants will gain access to the investigator-designed educational resource (research intervention) and will have an additional three months of access to both of these resources."
NCT00351078,DRUG,PTC124,"4-,4-, and 8-mg/kg PO first 14 days 10-, 10-, and 20-mg/kg TID second 14 days"
NCT00248755,PROCEDURE,mucociliary clearance scan,
NCT00434278,DRUG,Dornase alfa,2.5 mg inhalation dose twice daily for 14±2 days
NCT00434278,DRUG,placebo,2.5 mg inhalation dose twice daily for 14±2 days
NCT00928135,DRUG,Xylitol,15% xylitol solution for aerosol; Dosage: 5 ml twice a day (BID)
NCT00928135,DRUG,Hypertonic saline,7% hypertonic saline solution for aerosol; Dosage: 5 ml twice a day (BID)
NCT03911258,PROCEDURE,nasopharyngeal swab versus nasal wash,The type of procedure will be determine according to patient collaboration
NCT01837355,DIETARY_SUPPLEMENT,Lactobacillus rhamnosus,
NCT01837355,DIETARY_SUPPLEMENT,Placebo,
NCT07289035,DRUG,Tamoxifen Citrate 20Mg Tab,"One tablet per day (20 mg/day), in the morning."
NCT05101915,DRUG,RESP301,Inhaled IMP delivered via nebulisation
NCT01822197,DEVICE,Phototherapy,"light will be administered at a minimum distance of 12 inches away to provide 10,000 lux"
NCT00557089,DRUG,rhDNAse,2.5 mg rhDNase will be dispensed in 2.5 ml vials and administered once a day for 28 days. Treatment will be administered by inhalation.
NCT00557089,OTHER,Placebo,2.5 mg of the placebo will be dispensed in 2.5 ml vials and administered once a day over 28 days. Treatment will be administered by inhalation.
NCT03956589,DRUG,Orkambi,Open label of Orkambi treatment during 3 months
NCT02703155,DEVICE,Home Oral Glucose Tolerance Test kit,Providing Home Oral glucose tolerance test kit to children with Cystic fibrosis for screening Cystic Fibrosis Related Diabetes
NCT02070744,DRUG,VX-661,"Tablet, oral use"
NCT02070744,DRUG,Ivacaftor,"Film coated tablet, oral use"
NCT02070744,DRUG,Placebo matched to VX-661,"Tablet, oral use"
NCT02070744,DRUG,Placebo matched to Ivacaftor,"Film coated tablet, oral use"
NCT02212587,DRUG,TOBI,New inhalation devices such as the podhaler can administer tobramycin inhalation powder TIP/TOBI and achieve very high sputum drug levels. TOBI will be administered using the Podhaler
NCT03428334,DRUG,Oral roflumilast,"Roflumilast, a phosphodiesterase 4 (PDE4) inhibitor is approved worldwide (including Hong Kong) for treatment of severe chronic obstructive pulmonary disease (COPD) with frequent exacerbations. Roflumilast has been shown to have anti-inflammatory effect in patients with COPD, with significant reduction of sputum absolute neutrophil count, IL-8 and neutrophil elastase compared with placebo treatment. Roflumilast can also improve the lung function parameters in patients with COPD and reduce the rate of moderate-to-severe exacerbations."
NCT03375684,OTHER,Conventional chest physiotherapy,"Programme will include diaphragmatic breathing exercise, thoracic expansion exercises, incentive spirometer exercise (Triflo), oscillatory PEP (Flutter), postural drainage and coughing tecniques."
NCT03375684,OTHER,Inspiratory muscle training,Threshold IMT device will be used for the training. Training intensity will set at 30% of the maximum inspiratory pressure.
NCT03218917,DRUG,Brensocatib 10 mg,Administered once per day for 24 weeks
NCT03218917,DRUG,Brensocatib 25 mg,Administered once per day for 24 weeks
NCT03218917,DRUG,Placebo,Administered once per day for 24 weeks
NCT04624490,DRUG,Hyperpolarized Xe129,"During MRI scanning, subject will inhale hyperpolarized xenon gas for a maximum of 16 seconds per scan, with a maximum of 4 MR scans + Calibration in a given imaging session."
NCT04685720,DEVICE,LungFit,LungFit for NTM is an experimental device that produces Nitric Oxide from the ambient air.
NCT03181932,DRUG,Vancomycin inhalation powder,"100 participants are to be treated with double-blind vancomycin inhalation powder (75 subjects ≤21 years old, 25 subjects \>21 years old) for 24 weeks during Period 1."
NCT03181932,DRUG,Placebo inhalation powder,"100 participants are to be treated with double-blind placebo (75 subjects ≤21 years old, 25 subjects \>21 years old) for 24 weeks during Period 1."
NCT03181932,DRUG,Vancomycin inhalation powder,"In the 24-week Period 2, all participants are to be treated with open-label vancomycin inhalation powder."
NCT06057558,BIOLOGICAL,Probiotic throat spray,Throat spray containing Lacticaseibacillus casei AMBR2
NCT06478706,DRUG,ETD001,Twice daily doses
NCT06478706,DRUG,Placebo,Twice daily doses
NCT06429176,DRUG,SPL84,SPL84 solution for nebulization
NCT06429176,OTHER,Placebo,Placebo solution for nebulization
NCT06280066,OTHER,Intervention Program Based on Strengthening the Psychological Resilience of Children Diagnosed with Cystic Fibrosis and Their Mothers,"The content of the Intervention Program Based on Strengthening the Psychological Resilience of Children Diagnosed with Cystic Fibrosis and Their Mothers will include the Psychological Resiliency Program for Children and Adolescents developed by Akar (2018), laughter yoga, meditation, breathing exercises and therapeutic story sessions."
NCT02212431,DRUG,Cysteamine,"Dose will be increased weekly from 450mg od to 450mg bd, to 450mg tds to 450mg qds, will remain on highest dose for 2 weeks"
NCT05027503,OTHER,Exercise with hippotherapy simulator,30-minute (5 min warm-up+20 min exercise+5 min cool-down) center-based exercise with the hippotherapy simulator will be done 2 days a week for 8 weeks.
NCT05027503,OTHER,Respiratory Physiotherapy,"Respiratory physiotherapy includes breathing control (5x2), diaphragmatic breathing exercises (5x2), thoracic expansion exercises (5x2), incentive spirometer (5x2), opep device (5x2), postural drainage and percussion and cough improvement techniques (10 min). Home-based respiratory physiotherapy will be applied twice a day and every day of the week for 8 weeks."
NCT03992027,BEHAVIORAL,CF-CBT: A Cognitive-Behavioral Skills-Based Program to Promote Emotional Well-Being for Adults wtih Cystic Fibrosis,"CF-CBT is an 8-session program introducing cognitive-behavioral coping skills for managing stress, and for prevention and treatment of anxiety and depression. The content of the program was developed to address stressors related to coping with cystic fibrosis. Participants will receive a patient workbook, and meet with a trained member of the CF team (interventionist) who will guide them through learning and practicing coping skills during 8 weekly sessions."
NCT03992027,BEHAVIORAL,Waitlist Control,"Participants receive usual care for 3 months followed by CF-CBT. CF-CBT is an 8-session program introducing cognitive-behavioral coping skills for managing stress, and for prevention and treatment of anxiety and depression. The content of the program was developed to address stressors related to coping with cystic fibrosis. Participants will receive a patient workbook, and meet with a trained member of the CF team (interventionist) who will guide them through learning and practicing coping skills during 8 weekly sessions."
NCT03056989,DRUG,SPX-101,Inhalation solution twice daily for 7 days.
NCT02178540,DRUG,Placebo,one dose (4 capsules) of placebo
NCT02178540,DEVICE,Tobi Podhaler,"The capsule containing the study medication has to be released from the blister card, be inserted into the Podhaler device, actuated and the study drug be inhaled according to instructions for use"
NCT00079742,DRUG,Nutropin AQ [somatropin (DNA origin) injection],
NCT00241969,BEHAVIORAL,Behavioral and Nutrition Treatment,"This intervention will combine individualized nutrition counseling that targets increasing energy and fat intake and parent training of effective behavioral child management skills. The treatment is delivered through 8 weekly sessions followed by 4 monthly sessions, each lasting around 60 minutes."
NCT00241969,BEHAVIORAL,Education and Attention Control,"This intervention will provide information about a number of aspects of their child's CF care and also provides anticipatory guidance for preschoolers.The treatment is delivered through 8 weekly sessions followed by 4 monthly sessions, each lasting around 60 minutes."
NCT00782288,DRUG,digitoxin,"0.05mg tabs, once daily for 28 days"
NCT00782288,DRUG,digitoxin,"0.1mg pills, once daily for 28 days."
NCT00782288,OTHER,placebo,pill taken once daily for 28 days
NCT02653027,DRUG,Lumacaftor-ivacaftor,Subjects who are planning on starting the combination therapy (lumacaftor-ivacaftor) will participate in OGTTs before and after starting the medication.
NCT02653027,OTHER,OGTT,A subject is given an oral glucose load and insulin and glucose measurements are taken at specified time periods.
NCT02721498,PROCEDURE,Airway clearance session using the Active Cycle of Breathing Techniques (ACBT),"An airway clearance technique incorporating thoracic expansion exercises, breathing control (normal diaphragmatic breathing) and the forced expiration technique (or huffing)"
NCT02721498,OTHER,Rest period,A 30-60 minute of resting
NCT01844778,DRUG,Tobramycin Inhalation Powder,Tobramycin Inhalation Powder was administered via TOBI® Podhaler (T-326 inhaler).
NCT01844778,DRUG,Tobramycin inhalation solution,Tobramycin inhalation solution was administered via nebuliser
NCT01844778,DRUG,Colistimethate,Colistimethate was administered via nebuliser.
NCT00806884,OTHER,Physiotherapy Musculoskeletal Treatment,"Other: Physiotherapy Musculoskeletal Treatment Specific, gentle oscillatory mobilisations to the rib cage and thoracic spine of the subjects to improve joint alignment and mobility, and to reduce pain. Treatment of specific muscle dysfunction or tight muscle groups to further optimise muscle length and biomechanical relationships in the area , leading to improved efficiency of recruitment and improved power output. Postural education and awareness discussions to improve the subject's own joint alignment and ability in a functional manner. A short programme to reinforce the progress during the treatment sessions may be given."
NCT00806884,OTHER,Control group measurements,None other than control group measurements
NCT04476433,OTHER,Ten Vida (10Vida),10Vida is a psychoeducational and emotional programme for chronic illness in adolescents and their families.
NCT01208285,DRUG,VX-770,150 mg oral tablet
NCT02239458,DRUG,Saxagliptin,
NCT05359991,OTHER,Exercise,Cardiopulmonary Exercise Testing (CPET) will be used with Multiple Brief Exercise Bouts (MBEB) in order to obtain the necessary data to yield information on the study outcome variables
NCT05276960,DRUG,Cholecalciferol Pill,Dose increments according to serum levels determined every 2 months
NCT05408910,DRUG,Rifaximin 550 MG Oral Tablet [XIFAXAN],Participants in this arm will receive Rifaximin 550 mg three times daily for 14 days.
NCT05408910,DRUG,Placebo,Participants in this arm will receive placebo three times daily for 14 days.
NCT00185549,BEHAVIORAL,CF. DOC,
NCT02261987,OTHER,Autogenic drainage (AD),It will be apply in one only session. The time spent during this bronchial drainage session will be 30 minutes All patients will perform all interventions in a randomized order.
NCT02261987,OTHER,Resistive inspiratory manoeuvre (RIM),It will be apply in one only session. The time spent during this bronchial drainage session will be 30 minutes All patients will perform all interventions in a randomized order.
NCT02261987,OTHER,Resistive inspiratory manoeuvre+autogenic drainage,It will be apply in one only session. The time spent during this bronchial drainage session will be 30 minutes All patients will perform all interventions in a randomized order.
NCT00953706,DRUG,Ivacaftor,Tablet
NCT00953706,DRUG,Placebo,Tablet
NCT02866721,BIOLOGICAL,Mesenchymal Stem Cells,"A single dose, one time infusion (in the vein) of one of the following doses of human mesenchymal stem cells (hMSCs): 1 x 10\^6, 3 x 10\^6 or 5 x 10\^6 human mesenchymal stem cells per kilogram body weight (hMSCs/kg) during Visit 2. A traditional 3+3 design will be utilized.

Allogeneic mesenchymal stem cells (MSCs) will be derived from bone marrow aspirates from a healthy donor whose serum tests negative for cytomegalovirus (CMV) antibodies. Healthy donors will undergo tests for infectious disease and screening for 41 common cystic fibrosis transmembrane conductance regulator (CFTR) mutations. In addition, the MSCs will be validated for in vitro and in vivo efficacy and potency using the in vivo murine pre-clinical model of cystic fibrosis lung infection and inflammation."
NCT02797132,DRUG,LUM/IVA,
NCT06147778,DEVICE,MuCopilot mobile application,"MuCopilot is a software as medical device with three digital tests, to measure patient's with CF, lung function, global exercise capacity and a questionnaire to address CF symptoms and impacts on some aspects of patient's life"
NCT04353817,DRUG,ELX/TEZ/IVA,Fixed-dose combination tablet for oral administration qd in the morning.
NCT04353817,DRUG,IVA,Tablet for oral administration qd in the evening.
NCT04353817,OTHER,Placebo (matched to ELX/TEZ/IVA),Placebo matched to ELX/TEZ/IVA for oral administration once daily (qd) in the morning.
NCT04353817,OTHER,Placebo (matched to IVA),Placebo matched to IVA for oral administration qd in the evening.
NCT02269189,DRUG,"BIIL 284 BS, high dose",
NCT02269189,DRUG,"BIIL 284 BS, low dose",
NCT02269189,DRUG,Placebo,
NCT02613884,DRUG,Treatment,
NCT00308243,DRUG,Sodium Pyruvate in 0.9% Sodium Chloride Solution,
NCT02759562,DRUG,Andecaliximab,Administered via subcutaneous injection
NCT02759562,DRUG,Placebo,Administered via subcutaneous injection
NCT03522831,DRUG,Salbutamol,Administration of 400 μg meter-dose inhaler of salbutamol performed using large-volume spacer
NCT03522831,DRUG,Placebo,Administration of 400 μg meter-dose inhaler of placebo performed using large-volume spacer
NCT04010253,DEVICE,SIMEOX,Instrumental airway clearance by the medical device SIMEOX
NCT04010253,OTHER,Autogenic drainage,Manual aiway clearance by autogenic drainage
NCT01266473,OTHER,Physiotherapy,Physiotherapy for Airway Clearance
NCT02134353,DRUG,Inhaled mannitol,Inhaled mannitol 400 mg BD for 26 weeks
NCT02134353,DRUG,Placebo Comparator: Arm B - Control,Placebo Comparator: Arm B - Control BD for 26 weeks
NCT04105972,DRUG,ELX/TEZ/IVA,FDC tablet for oral administration.
NCT04105972,DRUG,TEZ/IVA,Fixed-dose combination (FDC) tablet for oral administration.
NCT04105972,DRUG,IVA,Mono tablet for oral administration.
NCT01548729,PROCEDURE,Combined pancreatic islet and lung transplantation,Combined pancreatic islet and lung transplant from the same donor for the treatment of patients with end-stage cystic fibrosis
NCT07148739,DRUG,Elexacaftor / Ivacaftor / Tezacaftor,"This study will examine different dosing strategies and outcomes for triple combination CFTR modulator therapy using the drug(s) elexacaftor, tezacaftor, and/or ivacaftor in patients with cystic fibrosis."
NCT07148739,OTHER,therapeutic drug monitoring,Participants who consent to the therapeutic drug monitoring study will have their dose adjusted to remain within estimated effective concentrations.
NCT01753869,PROCEDURE,Airways clearance and Hypertonic saline inhalation,
NCT00547053,DRUG,Amiloride Solution for Inhalation,"4.5 mL, Amiloride Solution for Inhalation, Inhaled via Omron Ultrasonic Nebulizer, TID, 6 months"
NCT00005112,DRUG,Human recombinant growth hormone,
NCT01768663,DRUG,Lumacaftor,"tablet, 200mg taken every 12 hours"
NCT01768663,DRUG,Ivacaftor,"tablet, 250mg taken every 12 hours"
NCT01768663,DRUG,Ciprofloxacin,750 mg taken every 12 hours
NCT01768663,DRUG,Itraconazole,200mg taken once daily
NCT01768663,DRUG,Rifampin,600mg taken once daily
NCT01956916,DIETARY_SUPPLEMENT,Lactobacillus rhamnosus GG,"Capsules containing lyophilized 6x10\^9 Colony Forming Units (CFU)/die LGG, (60mg) maltodextrin (163 mg), gelatine capsule (75 mg), magnesium stearate (2 mg)

1 cps/die for 12 months"
NCT01956916,DIETARY_SUPPLEMENT,placebo,"Capsules containing maltodextrin (163 mg), gelatine capsule (75 mg), magnesium stearate (2 mg)

1 cps/die for 12 months"
NCT03029455,DRUG,VX-659,
NCT03029455,DRUG,Tezacaftor,
NCT03029455,DRUG,Ivacaftor,
NCT03029455,DRUG,VX-659 Matching Placebo,
NCT03029455,DRUG,Triple Combination (TC) Matching Placebos,
NCT00073463,GENETIC,tgAAVCF,
NCT06368804,DRUG,Antibiotic monotherapy treatment and follow-up,"1. a 3-months treatment period, including:

   * an initial phase of 14 days, combining an oral fluoroquinolone (ciprofloxacin 750mg tw/d) with nebulized sodium colistimethate (1 Million Units tw/d)
   * a maintenance phase of 2.5 months: nebulized sodium colistimethate (1 MU tw/d) ;
2. a subsequent follow-up period of 9 months (i.e. until 12 months after the start of antibiotic therapy against Pseudomonas aeruginosa)."
NCT06368804,DRUG,Antibiotic bitherapy treatment and follow-up,"1. a 3-months treatment period, including:

   * an initial phase of 14 days, combining an IV beta-lactam antibitic (ceftazidime 4 or 6g/d) and an oral fluoroquinolone (ciprofloxacin 750mg tw/d) with nebulized sodium colistimethate (1 Million Units tw/d)
   * a maintenance phase of 2.5 months: nebulized sodium colistimethate (1 MU tw/d) ;
2. a subsequent follow-up period of 9 months (i.e. until 12 months after the start of antibiotic therapy against Pseudomonas aeruginosa)."
NCT00816309,DEVICE,Acapella Physiotherapy,twice daily- around 20 minutes
NCT01180634,DRUG,Aeroquin,Inhalation Solution
NCT01180634,DRUG,Placebo,Inhalation Solution
NCT06149793,DRUG,Empagliflozin,Sodium glucose co-transporter 2 inhibitor
NCT06149793,OTHER,Placebo Control,Placebo Control
NCT00885365,DRUG,tobramycin / Bramitob,"300mg/4ml solution, via a nebuliser, over a 4-week treatment in a twice-daily regimen"
NCT00885365,DRUG,tobramycin / TOBI,"300mg/5ml solution administered via nebuliser, over a 4-week treatment in a twice-daily regimen"
NCT00297167,DRUG,EUR-1008 (APT-1008),"EUR-1008 (APT-1008) microtablets (5000 lipase units) or minitablets (10000, 15000 or 20000 lipase units) contained in a capsule will be given orally daily in first double-blind intervention period; at a dose based on investigator's discretion as achieved during dose titration and stabilization period (6 to 9 days). The capsules could be opened and sprinkled on acidic food and half of the established dose was used with snacks. Treatment duration for first double-blind intervention period will be 2 days home treatment and 3 to 5 days hospital treatment."
NCT00297167,DRUG,Placebo,Placebo matched to EUR-1008 (APT-1008) microtablets or minitablets contained in a capsule will be given orally daily in second double-blind intervention period; at a dose based on investigator's discretion as achieved during dose titration and stabilization period (6 to 9 days). Treatment duration for second double-blind intervention period will be 2 days home treatment and 3 to 5 days hospital treatment.
NCT00297167,DRUG,Placebo,Placebo matched to EUR-1008 (APT-1008) microtablets or minitablets contained in a capsule will be given orally daily in first double-blind intervention period; at a dose based on investigator's discretion as achieved during dose titration and stabilization period (6 to 9 days). Treatment duration for first double-blind intervention period will be 2 days home treatment and 3 to 5 days hospital treatment.
NCT00297167,DRUG,EUR-1008 (APT-1008),"EUR-1008 (APT-1008) microtablets (5000 lipase units) or minitablets (10000, 15000 or 20000 lipase units) contained in a capsule will be given orally daily in second double-blind intervention period; at a dose based on investigator's discretion as achieved during dose titration and stabilization period (6 to 9 days). Treatment duration for second double-blind intervention period will be 2 days home treatment and 3 to 5 days hospital treatment."
NCT00638365,BIOLOGICAL,KB001,"Single-dose, 3mg/kg or 10mg/kg dose administered intravenously"
NCT00638365,OTHER,Placebo,Placebo single-dose administered intravenously
NCT06120465,OTHER,Yoga,Yoga classes
NCT07508904,OTHER,Arm Cycle Ergometry,Participants will undergo upper limb resistance training using an arm cycle ergometer
NCT07508904,OTHER,Leg Cycle Ergometry,Participants will undergo lower limb resistance training using a leg cycle ergometer
NCT03647228,DRUG,IONIS-ENaCRx,Ascending single and multiple doses of IONIS-ENaCRx inhaled or nebulized.
NCT03647228,DRUG,Placebo,Placebo comparator calculated volume to match active comparator inhaled or nebulized.
NCT00217204,DRUG,Pancrelipase microtablets,
NCT03497117,DEVICE,Lung Clearance Index,To assess the efficiency of ventilation distribution and gas mixing by measuring the rate of clearance of an inert gas (nitrogen) from the lungs.
NCT03497117,DRUG,MRI with PFP,"* Description: inhaled PFP, a gaseous contrast agent (79% PFP, 21% O2, pre-mixed, medical grade gas)
* Administration: Full-face disposable ventilation mask and a standard Douglas Bag system.
* Dosage: Two controlled breaths of contrast gas followed by a full breath and a 12-second breath-hold and scan for image acquisition.
* Frequency: Repeated 5 times followed by an identical five cycles with room air to ensure PFP gas wash-out has occurred."
NCT00016744,DRUG,Sodium 4-Phenylbutyrate (4PBA),The standard oral adult dose is 20g/day (tablets) for 4 days.
NCT00016744,DRUG,"Unconjugated Isoflavones 100 (PTI G-4660, 87% Genistein)",Every participant will be administered a perfusion of 50 MicroM of Genistein during the modified NPD procedure.
NCT00016744,DRUG,Placebo,"The placebo dose will match the oral tablets in arm 1, maintaining the study blind."
NCT02906826,DEVICE,Video game,Video game operated by performing therapy correctly
NCT01772758,DRUG,BH4 5mg,Kuvan® or sapropterin dihydrochloride is a synthetic preparation of the dihydrochloride salt of naturally occurring tetrahydrobiopterin (BH4). Subjects received an oral dose of 5 mg/kg of Kuvan® (Biomarin Pharmaceuticals Inc.)
NCT01772758,DRUG,BH4 20mg,Kuvan® or sapropterin dihydrochloride is a synthetic preparation of the dihydrochloride salt of naturally occurring tetrahydrobiopterin (BH4). Subjects received an oral dose of 20 mg/kg of Kuvan® (Biomarin Pharmaceuticals Inc.)
NCT01772758,DIETARY_SUPPLEMENT,Antioxidant Cocktail,"Vitamin C (1000 mg) , Vitamin E (600 IU) , and alpha-lipoic acid (600 mg). all BID"
NCT01116089,DRUG,Bramitob® administered by PARI LC® PLUS nebulizer,(tobramycin 300mg /4mL) solution administered by inhalation twice daily for 28 days
NCT01116089,DRUG,Bramitob® administered by PARI eFlow® rapid electronic nebulizer,(tobramycin 300mg /4mL) solution administered by inhalation twice daily for 28 days
NCT04017312,DEVICE,High Frequency Chest Wall Oscillation,"High frequency chest wall oscillation (HFCWO) therapy (also known as high-frequency chest-wall compression or HFCWC) is commonly prescribed to provide routine airway clearance in patients with bronchiectasis as well as other patients with a need for regular airway clearance therapy. HFCWO generates high velocity expiratory airflow. This airflow is thought to mobilize secretions by the sheer force created, effecting changes in rheology and moving mucus in a cephalad direction during the oscillation. The Vest® Airway Clearance System, a commonly used device, generates HFCWO using an air pulse generator and an inflatable garment that delivers pressure pulses to the thorax. These pressure pulses within the garment create HFCWO."
NCT04017312,DEVICE,Oscillating Positive Expiratory Pressure (OPEP),"Oscillating PEP is an airway clearance technique, where the person blows all the way out many times through a device. These types of oscillating PEP devices work in two ways. Firstly, they use resistance to make it more difficult during the breath out, like non-oscillating PEP devices. Oscillating PEP devices also create vibrations when breathing out. The vibrations move mucus from the surface of the airways. After blowing through the device several times, the person will huff and cough to clear the mucus from the lungs."
NCT02840136,DRUG,Piperacillin-tazobactam combination product,
NCT02840136,DRUG,Meropenem,
NCT02840136,DRUG,Ceftazidime,
NCT02538575,OTHER,6-minute walk test,a walk of 6 minutes repeated twice in an interval of 30 minutes
NCT07569419,DRUG,Linaclotide 290 micrograms,"290 mcg, 2 days dosing, oral capsule form"
NCT07569419,DRUG,Lactose placebo pill,"Placebo form, oral capsules identical to linaclotide"
NCT00846053,DIAGNOSTIC_TEST,FDG-PET,"All subjects underwent FDG-PET and low-dose volumetric CT imaging. After completing a transmission scan, \[18F\]FDG was injected intravenously at the start of dynamic scan acquisition. Regions of interest were drawn over multiple tomographic slices to determine average whole-lung and regional lung tissue \[18F\] FDG uptake. Patlak graphical analysis was used to determine the rate of \[18F\]FDG uptake from the blood input function and lung tissue activity curves, measured as the influx constant Ki (slope of the linear regression from the Patlak plot). Corrected Ki (i.e., Ki divided by the initial volume of distribution). Lung density was calculated from the attenuation image by standard methods."
NCT03451045,DRUG,Lenabasum 20 mg,Subjects will receive lenabasum 20 mg twice daily.
NCT03451045,DRUG,Lenabasum 5 mg,Subjects will receive lenabasum 5 mg twice daily.
NCT03451045,OTHER,Placebo,Subjects will receive placebo twice daily.
NCT02724527,DRUG,Cavosonstat,CFTR modulator that stabilizes CFTR
NCT02724527,DRUG,Placebo,Matched Placebo capsule
NCT05095246,BIOLOGICAL,KB407 (Nebulization),"Nebulized solution of KB407, a replication-incompetent HSV-1 expressing full length human CFTR"
NCT06861413,DRUG,VX-828,Tablets for Oral Administration.
NCT06861413,DRUG,VX-828,Suspension for Oral Administration.
NCT04166396,DRUG,Resveratrol,"500 mg resveratrol, BID"
NCT04166396,DRUG,NR,500 mg NR BID
NCT04166396,DIETARY_SUPPLEMENT,Placebo,Placebo
NCT01614470,DRUG,Ivacaftor,"150 mg tablet, oral use, administered twice a day (q12h)"
NCT01614470,DRUG,Placebo,"oral use, administered twice a day (q12h)"
NCT00418470,PROCEDURE,regular dilution of antibiotic in NS,IV administration of ceftazidime tid diluted in regular NS volume
NCT00418470,PROCEDURE,higher dilution of antibiotic in NS,IV administration of ceftazidime tid diluted in larger NS volume
NCT01737983,DIETARY_SUPPLEMENT,Lactobacillus reuteri,Lactobacillus reuteri was administered in 5 drops per day (10\^10 colony-forming units) for 6 months.
NCT01737983,DIETARY_SUPPLEMENT,placebo,"The placebo was packed in identical bottles, had the same color, weight, smell, and taste of the probiotic formulation, was administered in 5 drops per day"
NCT04809207,OTHER,CF Wellness Program Sessions,"The intervention will last approximately 12 weeks. During this time, up to 9 coaching sessions will be delivered. Each will last approximately 45 - 60 minutes. Sessions will be delivered either by web-based video chat (e.g., Zoom) or by telephone. Sessions will cover content such as understanding the physiological, cognitive, affective, behavioral contributors to CF fatigue; understanding the role of physical activity/exercise and fatigue including the importance of balancing activity and rest periods; cognitive restructuring; addressing attention and interpretation processes contributing to fatigue; teaching techniques such as mindfulness meditation relaxation strategies, good sleep hygiene, and activity scheduling and behavioral activation; and engaging social support. Physical activity goals will be set each session. Participants will be encouraged to use the provided fitness tracker and to sync weekly prior the coaching session so that the results can inform session content."
NCT00634192,DRUG,tobramycin,1x300mg/d inhaled
NCT00634192,DRUG,tobramycin,2x300mg/d inhaled
NCT02718495,DRUG,PTI-428,
NCT02718495,DRUG,Placebo,
NCT02347657,DRUG,VX-661 Plus Ivacaftor Combination,"FDC tablet, oral use"
