nct_id,brief_title,overall_status,lead_sponsor_class,lead_sponsor_name,phase,normalized_stage,is_active,ncfb_heuristic,disease_area,strategy,strategy_rule_id,need_ids,role,map_eligible,whitespace_relevant,crowding_unit,review_status,review_source,asset_name,company_name,linked_program_id,review_notes,retrieved_at,source_id
NCT05523180,A Study to Evaluate the Effect of Probiotic Supplement on Quality of Life,COMPLETED,INDUSTRY,"ResBiotic Nutrition, Inc.",NA,not_applicable,False,non-cystic fibrosis bronchiectasis,ncfb,other,no_keyword_match,,not_cf_primary,0,0,0,auto_suggested,rules,,"ResBiotic Nutrition, Inc.",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05526027,Real-world Efficacy and Safety of Cystic Fibrosis Transmembrane Conductance Regulator (CFTR) Modulator Therapy in Adult Patients With Cystic Fibrosis (CF),UNKNOWN,OTHER,Universitair Ziekenhuis Brussel,NA,not_applicable,False,,cf,cftr_modulator,modulator,N2,diagnostic,0,0,0,auto_suggested,rules,,Universitair Ziekenhuis Brussel,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05530278,"A Study to Assess the Pharmacokinetics and Safety of Co-administered Oral Galicaftor, Navocaftor, and ABBV-576 in Healthy Adults for the Treatment of Cystic Fibrosis",COMPLETED,INDUSTRY,AbbVie,PHASE1,phase_1,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,AbbVie,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05531630,Xylitol vs Saline Nasal Irrigations in CF-CRS,ENROLLING_BY_INVITATION,OTHER,Universitaire Ziekenhuizen KU Leuven,NA,not_applicable,True,,cf,other,no_keyword_match,,diagnostic,0,0,0,auto_suggested,rules,,Universitaire Ziekenhuizen KU Leuven,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05535959,A Study to Evaluate the Relative Bioavailability of a Fixed-dose Combination Tablet of VX-121/Tezacaftor/Deutivacaftor,COMPLETED,INDUSTRY,Vertex Pharmaceuticals Incorporated,PHASE1,phase_1,False,,cf,cftr_modulator,modulator,N2,therapeutic,0,0,0,auto_suggested,rules,,Vertex Pharmaceuticals Incorporated,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05548283,Standardizing Treatments for Pulmonary Exacerbations - Aminoglycoside Study,RECRUITING,OTHER,Chris Goss,PHASE4,approved,True,,cf,antimicrobial,antimicrobial,N4,supportive,0,0,0,reviewed,trial_review_overrides,STOP PEx aminoglycoside regimens,Chris Goss,,Standard-of-care antibiotic optimization. Not a new product.,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05561764,"Imipenem/Cilastatin/Relebactam Pharmacokinetics, Safety, and Outcomes in Adults and Adolescents With Cystic Fibrosis",TERMINATED,OTHER,Hartford Hospital,PHASE4,approved,False,,cf,antimicrobial,antimicrobial,N4,therapeutic,0,0,0,auto_suggested,rules,,Hartford Hospital,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05562492,Closed-loop for People Living With Cystic Fibrosis Related Diabetes,ACTIVE_NOT_RECRUITING,OTHER,University of Cambridge,NA,not_applicable,True,,cf,metabolic_cfrd,cfrd,N5,diagnostic,0,0,0,auto_suggested,rules,,University of Cambridge,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05584982,Clinical Performance of the AtbFinder® Test System for Selection of Antibiotic Therapy in Persons With Cystic Fibrosis,COMPLETED,INDUSTRY,TGV-Dx,NA,not_applicable,False,,cf,antimicrobial,antimicrobial,N4,diagnostic,0,0,0,auto_suggested,rules,,TGV-Dx,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05590169,Effects of Telerehabilitation-based Exercises in Cystic Fibrosis,COMPLETED,OTHER,Istanbul Bilgi University,NA,not_applicable,False,,cf,care_delivery,care_delivery,N8,supportive,0,0,0,auto_suggested,rules,,Istanbul Bilgi University,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05601778,A Study of HSK31858 in Participants with Non-Cystic Fibrosis Bronchiectasis,COMPLETED,INDUSTRY,"Haisco Pharmaceutical Group Co., Ltd.",PHASE2,phase_2,False,non-cystic fibrosis bronchiectasis,ncfb,other,no_keyword_match,,not_cf_primary,0,0,0,auto_suggested,rules,,"Haisco Pharmaceutical Group Co., Ltd.",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05614336,COVID-19 Antibody Responses in Cystic Fibrosis,COMPLETED,OTHER,Hospices Civils de Lyon,NA,not_applicable,False,,cf,cftr_modulator,modulator,N2,therapeutic,0,0,0,auto_suggested,rules,,Hospices Civils de Lyon,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05616221,"Study to Evaluate the Safety, Phage Kinetics, and Efficacy of Inhaled AP-PA02 in Subjects With Non-Cystic Fibrosis Bronchiectasis and Chronic Pulmonary Pseudomonas Aeruginosa Infection",COMPLETED,INDUSTRY,"Armata Pharmaceuticals, Inc.",PHASE2,phase_2,False,non-cystic fibrosis bronchiectasis,ncfb,phage,phage,,not_cf_primary,0,0,0,auto_suggested,rules,,"Armata Pharmaceuticals, Inc.",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05641298,Study to Determine the Efficacy&Safety of ARV-1801(ACG-701) for the Treatment of Cystic Fibrosis Pulmonary Exacerbations,WITHDRAWN,INDUSTRY,Aceragen,PHASE2,phase_2,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Aceragen,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05655637,Effects of Breathing Exercises Combined With Endurance and Strength Training in Patients With Cystic Fibrosis.,COMPLETED,OTHER,Riphah International University,NA,not_applicable,False,,cf,care_delivery,care_delivery,N8,supportive,0,0,0,auto_suggested,rules,,Riphah International University,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05668741,A Phase 1/2 Study of VX-522 in Participants With Cystic Fibrosis (CF),ACTIVE_NOT_RECRUITING,INDUSTRY,Vertex Pharmaceuticals Incorporated,PHASE1;PHASE2,phase_1,True,,cf,mrna,mrna,N1,therapeutic,1,1,1,reviewed,trial_review_overrides,VX-522,Vertex Pharmaceuticals,cff-vx-522,ACTIVE_NOT_RECRUITING Phase 1/2 inhaled CFTR mRNA. Treat as active_clinical unless a stop is documented.,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05696912,Functional Tests to Resolve Unsolved Rare Diseases. Rares.,UNKNOWN,OTHER,"University Hospital, Bordeaux",NA,not_applicable,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,"University Hospital, Bordeaux",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05704036,Estrogen Supplementation and Bone Health in Women With CF,RECRUITING,OTHER,Johns Hopkins University,PHASE4,approved,True,,cf,other,no_keyword_match,N7,supportive,0,0,0,reviewed,trial_review_overrides,Estrogen supplementation and bone health,Johns Hopkins University,,Adult women's health / N7. Not a CF-specific newco asset.,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05712538,"Safety, Tolerability, and Pharmacokinetics of ARCT-032 in Healthy Adult Subjects and Adults With Cystic Fibrosis.",COMPLETED,INDUSTRY,"Arcturus Therapeutics, Inc.",PHASE1,phase_1,False,,cf,mrna,mrna,N1,therapeutic,0,0,0,auto_suggested,rules,,"Arcturus Therapeutics, Inc.",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05719311,Study to Assess an Enteric Microgranule Formulation of Adrulipase in Patients With Cystic Fibrosis,COMPLETED,INDUSTRY,Entero Therapeutics,PHASE2,phase_2,False,,cf,gi_nutrition,gi,N6,therapeutic,0,0,0,auto_suggested,rules,,Entero Therapeutics,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05723445,The Effects of a Low Glycemic Load Diet on Dysglycemia and Body Composition in Adults With Cystic Fibrosis-Related Diabetes,RECRUITING,OTHER,Rhode Island Hospital,NA,not_applicable,True,,cf,metabolic_cfrd,cfrd,N5,supportive,0,0,0,auto_suggested,rules,,Rhode Island Hospital,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05740618,Inhaled Mannitol on Mucociliary Clearance in Moderate to Severe Cystic Fibrosis,COMPLETED,OTHER,"University of North Carolina, Chapel Hill",PHASE4,approved,False,,cf,cftr_modulator,modulator,N2,label_expansion,0,0,0,auto_suggested,rules,,"University of North Carolina, Chapel Hill",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05743946,Trikafta for Patients With Non-cystic Fibrosis Bronchiectasis,COMPLETED,OTHER,Emory University,PHASE4,approved,False,non-cystic fibrosis bronchiectasis,ncfb,cftr_modulator,modulator,,not_cf_primary,0,0,0,auto_suggested,rules,,Emory University,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05766774,FEED-Cystic Fibrosis (FEED-CF),RECRUITING,OTHER,Emory University,NA,not_applicable,True,,cf,metabolic_cfrd,cfrd,N5,supportive,0,0,0,auto_suggested,rules,,Emory University,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05788965,Semaglutide in CFRD,COMPLETED,OTHER,University of Minnesota,PHASE2;PHASE3,phase_2,False,,cf,metabolic_cfrd,cfrd,N5,therapeutic,0,0,0,auto_suggested,rules,,University of Minnesota,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05795673,Peer-supporting for Teenagers With Cystic Fibrosis in the Transition of Care From Paediatric to Adult Services,UNKNOWN,OTHER,Hospices Civils de Lyon,NA,not_applicable,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Hospices Civils de Lyon,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05801952,PEP and OPEP Devices in Cystic Fibrosis,UNKNOWN,OTHER,"National Institute for Tuberculosis and Lung Diseases, Poland",NA,not_applicable,False,,cf,mucociliary_clearance,mucociliary,N3,supportive,0,0,0,auto_suggested,rules,,"National Institute for Tuberculosis and Lung Diseases, Poland",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05802264,Study to Assess Amphotericin B Cystetic for Inhalation (ABCI) Doses in Healthy Volunteers & People with Cystic Fibrosis,RECRUITING,INDUSTRY,"Cystetic Medicines, Inc.",PHASE1,phase_1,True,,cf,anion_bypass,anion_bypass,N1,therapeutic,1,1,1,reviewed,trial_review_overrides,ABCI (amphotericin B cystetic for inhalation),Cystetic Medicines,,CFTR-independent anion ionophore. Healthy volunteers and people with CF.,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05809492,Use of A-STEP Test in Cystic Fibrosis Patients,UNKNOWN,OTHER,Marmara University,NA,not_applicable,False,,cf,care_delivery,care_delivery,N8,supportive,0,0,0,auto_suggested,rules,,Marmara University,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05818319,Cystic Fibrosis in the Kidney: Monitoring the Effectiveness of Elexacaftor/tezacaftor/ivacaftor in Urine After a Short Pause of Therapy,RECRUITING,OTHER,University of Aarhus,NA,not_applicable,True,,cf,cftr_modulator,modulator,N2,supportive,0,0,0,auto_suggested,rules,,University of Aarhus,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05844449,Evaluation of Long-Term Safety and Efficacy of Vanzacaftor/Tezacaftor/Deutivacaftor in Cystic Fibrosis Participants 1 Year of Age and Older,ENROLLING_BY_INVITATION,INDUSTRY,Vertex Pharmaceuticals Incorporated,PHASE3,phase_3,True,,cf,cftr_modulator,modulator,N2,label_expansion,1,0,0,reviewed,trial_review_overrides,Alyftrek long-term,Vertex Pharmaceuticals,cff-alyftrek,VTD long-term safety.,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05850351,Virtual Reality Based Tele-Exercises on Exercise Capacity in Cystic Fibrosis,COMPLETED,OTHER,Koç University,NA,not_applicable,False,,cf,care_delivery,care_delivery,N8,supportive,0,0,0,auto_suggested,rules,,Koç University,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05860803,Breathing Training and Exercise Capacity in Non-CFB,RECRUITING,OTHER,Mayo Clinic,NA,not_applicable,True,non-cystic fibrosis bronchiectasis,ncfb,care_delivery,care_delivery,N8,not_cf_primary,0,0,0,reviewed,trial_review_overrides,Breathing training in non-CF bronchiectasis,Mayo Clinic,,Non-CF bronchiectasis. Exclude from CF map.,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05865886,A Study to Test How Well BI 1291583 is Tolerated by People With Cystic Fibrosis Bronchiectasis (Clairafly™),COMPLETED,INDUSTRY,Boehringer Ingelheim,PHASE2,phase_2,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Boehringer Ingelheim,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05867147,An Electrocardiogram Study to Evaluate the Effect of Vanzacaftor on the QT/QTc Interval in Healthy Participants,COMPLETED,INDUSTRY,Vertex Pharmaceuticals Incorporated,PHASE1,phase_1,False,,cf,cftr_modulator,modulator,N2,therapeutic,0,0,0,auto_suggested,rules,,Vertex Pharmaceuticals Incorporated,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05882357,Evaluation of Elexacaftor/Tezacaftor/Ivacaftor (ELX/TEZ/IVA) in Cystic Fibrosis (CF) Participants 12 to Less Than 24 Months of Age,COMPLETED,INDUSTRY,Vertex Pharmaceuticals Incorporated,PHASE3,phase_3,False,,cf,cftr_modulator,modulator,N2,therapeutic,0,0,0,auto_suggested,rules,,Vertex Pharmaceuticals Incorporated,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05932316,Evaluating Bronchodilator Response in Patients With Bronchiectasis,UNKNOWN,OTHER,Rambam Health Care Campus,NA,not_applicable,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Rambam Health Care Campus,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05937815,Intestine-lung Axis of Cystic Fibrosis Patients Treated With the Combination Elexacaftor/Tezacaftor/Ivacaftor,RECRUITING,OTHER,"University Hospital, Bordeaux",NA,not_applicable,True,,cf,cftr_modulator,modulator,N2,supportive,0,0,0,auto_suggested,rules,,"University Hospital, Bordeaux",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05968612,Bioequivalence and Food Effect Bioavailability Study of Lumacaftor Film-Coated Tablets,COMPLETED,INDUSTRY,Qanatpharma Canada LTD,PHASE1,phase_1,False,,cf,cftr_modulator,modulator,N2,therapeutic,0,0,0,auto_suggested,rules,,Qanatpharma Canada LTD,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05980221,The Development of a Metabolomic Test to Diagnose and Quantify Pancreatic Exocrine Insufficiency (The DETECTION Study),UNKNOWN,OTHER,University Hospital Birmingham NHS Foundation Trust,NA,not_applicable,False,,cf,other,no_keyword_match,,diagnostic,0,0,0,auto_suggested,rules,,University Hospital Birmingham NHS Foundation Trust,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT05998629,Skin-interfaced Colorimetric Bifluidic Sweat Sensor Device for the Diagnosis of Cystic Fibrosis (CF),RECRUITING,OTHER,Milton S. Hershey Medical Center,NA,not_applicable,True,,cf,diagnostic,diagnostic,,diagnostic,0,0,0,auto_suggested,rules,,Milton S. Hershey Medical Center,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT06012084,The Development and Evaluation of iCF-PWR for Healthy Siblings of Individuals With Cystic Fibrosis,COMPLETED,OTHER,University of Regina,NA,not_applicable,False,,cf,care_delivery,care_delivery,N8,supportive,0,0,0,auto_suggested,rules,,University of Regina,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT06016088,"A Double-Blind, Active-Controlled, Multiple-Ascending Dose Study of Aerosolized RSP-1502 in Subjects With CF and Chronic PA Lung Infection",COMPLETED,INDUSTRY,Respirion Pharmaceuticals Pty Ltd,PHASE1;PHASE2,phase_1,False,,cf,antimicrobial,antimicrobial,N4,therapeutic,0,0,0,auto_suggested,rules,,Respirion Pharmaceuticals Pty Ltd,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT06020274,"Internet-delivered Cystic Fibrosis Mental Health Prevention, Wellness, Resource Program: How Does it Work?",NOT_YET_RECRUITING,OTHER,University of Regina,NA,not_applicable,True,,cf,care_delivery,care_delivery,N8,supportive,0,0,0,auto_suggested,rules,,University of Regina,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT06030206,Lung Transplant READY CF 2: A Multi-site RCT,ACTIVE_NOT_RECRUITING,OTHER,University of Washington,NA,not_applicable,True,,cf,care_delivery,care_delivery,N8,supportive,0,0,0,auto_suggested,rules,,University of Washington,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT06032273,Lung Transplant READY CF 2: CARING CF Ancillary RCT,RECRUITING,OTHER,University of Washington,NA,not_applicable,True,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,University of Washington,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT06035055,Ceftolozane/Tazobactam Continuous Infusion for Infective Exacerbations of Cystic Fibrosis and Bronchiectasis,UNKNOWN,OTHER,Sunshine Coast Hospital and Health Service,PHASE4,approved,False,,cf,antimicrobial,antimicrobial,N4,therapeutic,0,0,0,auto_suggested,rules,,Sunshine Coast Hospital and Health Service,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT06052293,Phase 1 Study to Assess Safety and Efficacy of ANG003,COMPLETED,INDUSTRY,"Anagram Therapeutics, Inc.",PHASE1,phase_1,False,,cf,gi_nutrition,gi,N6,therapeutic,0,0,0,auto_suggested,rules,,"Anagram Therapeutics, Inc.",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT06057558,Airway Microbiome of Cystic Fibrosis Patients,UNKNOWN,OTHER,"University Hospital, Antwerp",NA,not_applicable,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,"University Hospital, Antwerp",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT06109675,Nutritional Status Assessment of Pediatric Cystic Fibrosis Patients and Effect of Nutrition Education on Nutritional Status,COMPLETED,OTHER,Medipol University,NA,not_applicable,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Medipol University,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT06112717,The Application of the Self Care Deficit Nursing Theory in Adolescents With Cystic Fibrosis,COMPLETED,OTHER,Hacettepe University,NA,not_applicable,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Hacettepe University,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT06120465,YOGA-CF (Yoga Outcomes Get Assessed in Cystic Fibrosis),ACTIVE_NOT_RECRUITING,OTHER,Royal Brompton & Harefield NHS Foundation Trust,NA,not_applicable,True,,cf,care_delivery,care_delivery,N8,supportive,0,0,0,auto_suggested,rules,,Royal Brompton & Harefield NHS Foundation Trust,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT06122025,Evaluation of Patient Access to People With Cystic Fibrosis (CF) and Healthcare Professionals,COMPLETED,OTHER,The Leeds Teaching Hospitals NHS Trust,NA,not_applicable,False,,cf,other,no_keyword_match,,diagnostic,0,0,0,auto_suggested,rules,,The Leeds Teaching Hospitals NHS Trust,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT06132048,"A Usability Validation of the MuCopilot Mobile Application, a Digital Tool for the Unsupervised Objective Assessment of Cystic Fibrosis",RECRUITING,OTHER,Ad scientiam,NA,not_applicable,True,,cf,care_delivery,care_delivery,N8,supportive,0,0,0,auto_suggested,rules,,Ad scientiam,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT06133335,Cystic Fibrosis and Periodontal Diseases,UNKNOWN,OTHER,CHU de Reims,NA,not_applicable,False,,cf,antimicrobial,antimicrobial,N4,supportive,0,0,0,auto_suggested,rules,,CHU de Reims,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT06147778,"Performances and Safety of MuCopilot, a Digital Tool for the Unsupervised Objective Assessment of Cystic Fibrosis",COMPLETED,OTHER,Ad scientiam,NA,not_applicable,False,,cf,care_delivery,care_delivery,N8,supportive,0,0,0,auto_suggested,rules,,Ad scientiam,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT06149793,SGLT2 Inhibitor Therapy in Cystic Fibrosis-related Diabetes,ACTIVE_NOT_RECRUITING,OTHER,University of Minnesota,PHASE2;PHASE3,phase_2,True,,cf,metabolic_cfrd,cfrd,N5,therapeutic,1,1,0,reviewed,trial_review_overrides,Empagliflozin in CFRD,University of Minnesota,,Academic SGLT2 inhibitor study. Crowding unit 0.,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT06154447,Evaluation of VX-828 in Healthy Participants and in Participants With Cystic Fibrosis,COMPLETED,INDUSTRY,Vertex Pharmaceuticals Incorporated,PHASE1,phase_1,False,,cf,cftr_modulator,modulator,N2,therapeutic,0,0,0,auto_suggested,rules,,Vertex Pharmaceuticals Incorporated,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT06159725,A Study To Evaluate The Safety Of CMTX-101 In People With Cystic Fibrosis,COMPLETED,INDUSTRY,"Clarametyx Biosciences, Inc.",PHASE1;PHASE2,phase_1,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,"Clarametyx Biosciences, Inc.",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT06160713,Compare Oral Itraconazole and Standard Care Versus Standard Care Alone in Patients With Non-cystic Fibrosis Related Bronchiectasis With Chronic Aspergillus Infection in Reducing Bronchiectasis Exacerbations,UNKNOWN,OTHER,"Post Graduate Institute of Medical Education and Research, Chandigarh",PHASE3,phase_3,False,non-cystic fibrosis phrase,ncfb,antifungal,antifungal,,not_cf_primary,0,0,0,auto_suggested,rules,,"Post Graduate Institute of Medical Education and Research, Chandigarh",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT06164470,Impact of Support Groups for Patients With Non-Cystic Fibrosis Bronchiectasis,COMPLETED,OTHER,"University of California, San Francisco",NA,not_applicable,False,non-cystic fibrosis bronchiectasis,ncfb,other,no_keyword_match,,not_cf_primary,0,0,0,auto_suggested,rules,,"University of California, San Francisco",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT06217952,"Safety, Tolerability, and Pharmacokinetics of SPL84 in Healthy Volunteers",COMPLETED,INDUSTRY,SpliSense Ltd.,PHASE1,phase_1,False,,cf,aso_oligonucleotide,aso,N1,therapeutic,0,0,0,auto_suggested,rules,,SpliSense Ltd.,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT06237335,A Phase 2 Study Evaluating Safety and Tolerability of RCT2100 (CFTR mRNA) in Healthy Participants and in Participants With CF,ACTIVE_NOT_RECRUITING,INDUSTRY,ReCode Therapeutics,PHASE2,phase_2,True,,cf,mrna,mrna,N1,therapeutic,1,1,1,reviewed,trial_review_overrides,RCT2100,ReCode Therapeutics,cff-rct2100,Phase 2 inhaled CFTR mRNA including CF participants.,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT06237348,Simeox Therapy at Home Versus Standard of Care in NCFB Patients With CMH,COMPLETED,INDUSTRY,Physio-Assist,NA,not_applicable,False,non-cystic fibrosis bronchiectasis,ncfb,mucociliary_clearance,mucociliary,,not_cf_primary,0,0,0,auto_suggested,rules,,Physio-Assist,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT06238856,Single Dose Escalation Study of TR02 (Sustained Lipid Inhalation Technology [SLIT™] Amikacin) in Participants With Cystic Fibrosis (CF) Having Chronic Infections of Pseudomonas Aeruginosa,COMPLETED,INDUSTRY,Insmed Incorporated,PHASE1,phase_1,False,,cf,antimicrobial,antimicrobial,N4,therapeutic,0,0,0,auto_suggested,rules,,Insmed Incorporated,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT06242795,Hypertonic Saline in NCFB,RECRUITING,OTHER,"University of North Carolina, Chapel Hill",PHASE4,approved,True,non-cystic fibrosis bronchiectasis,ncfb,mucociliary_clearance,mucociliary,N3,not_cf_primary,0,0,0,reviewed,trial_review_overrides,Hypertonic saline in NCFB,"University of North Carolina, Chapel Hill",,Non-CF bronchiectasis. Exclude from CF map.,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT06280066,An Intervention-Based Approach to Strengthen the Psychological Health of Children With Cystic Fibrosis and Their Mothers,COMPLETED,OTHER,Kirsehir Ahi Evran Universitesi,NA,not_applicable,False,,cf,care_delivery,care_delivery,N8,supportive,0,0,0,auto_suggested,rules,,Kirsehir Ahi Evran Universitesi,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT06280391,"A Proof-of-Concept Study to Assess the Efficacy, Safety and Tolerability of Itepekimab (Anti-IL-33 mAb) in Participants With Non-cystic Fibrosis Bronchiectasis",COMPLETED,INDUSTRY,Sanofi,PHASE2,phase_2,False,non-cystic fibrosis bronchiectasis,ncfb,other,no_keyword_match,,not_cf_primary,0,0,0,auto_suggested,rules,,Sanofi,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT06284577,Quality of Life and Gut Health in Pediatric Patients With Cystic Fibrosis,RECRUITING,OTHER,Oslo University Hospital,NA,not_applicable,True,,cf,cftr_modulator,modulator,N2,supportive,0,0,0,auto_suggested,rules,,Oslo University Hospital,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT06299696,A Study of Vanzacaftor/Tezacaftor/Deutivacaftor (VNZ/TEZ/D-IVA) in Healthy Adult Panelists,COMPLETED,INDUSTRY,Vertex Pharmaceuticals Incorporated,PHASE1,phase_1,False,,cf,cftr_modulator,modulator,N2,therapeutic,0,0,0,auto_suggested,rules,,Vertex Pharmaceuticals Incorporated,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT06299709,"A Study To Evaluate the Relative Bioavailability, Food Effect, and Dose Proportionality of a Granule Formulation of Vanzacaftor/Tezacaftor/Deutivacaftor(VNZ/TEZ/D-IVA)",COMPLETED,INDUSTRY,Vertex Pharmaceuticals Incorporated,PHASE1,phase_1,False,,cf,cftr_modulator,modulator,N2,therapeutic,0,0,0,auto_suggested,rules,,Vertex Pharmaceuticals Incorporated,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT06311292,Intrapulmonary Percussive Ventilation for Sputum Induction in Adults With Cystic Fibrosis,COMPLETED,OTHER,Daniel J. Weiner,NA,not_applicable,False,,cf,other,no_keyword_match,,diagnostic,0,0,0,auto_suggested,rules,,Daniel J. Weiner,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT06312787,A Study to Evaluate the Relative Bioavailability and Food Effect of a VX-118 Tablet Formulation,COMPLETED,INDUSTRY,Vertex Pharmaceuticals Incorporated,PHASE1,phase_1,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Vertex Pharmaceuticals Incorporated,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
