nct_id,brief_title,overall_status,lead_sponsor_class,lead_sponsor_name,phase,normalized_stage,is_active,ncfb_heuristic,disease_area,strategy,strategy_rule_id,need_ids,role,map_eligible,whitespace_relevant,crowding_unit,review_status,review_source,asset_name,company_name,linked_program_id,review_notes,retrieved_at,source_id
NCT02273661,Evaluation of a Therapeutic Strategy Including Nebulised Liposomal Amphotericin B (Ambisome®) in Maintenance Treatment of Allergic Bronchopulmonary Aspergillosis (Cystic Fibrosis Excluded).,COMPLETED,OTHER,Poitiers University Hospital,PHASE2,phase_2,False,,cf,antifungal,antifungal,N4,therapeutic,0,0,0,auto_suggested,rules,,Poitiers University Hospital,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02275936,Study of N91115 in Patients With Cystic Fibrosis Homozygous F508del-CFTR Mutation,COMPLETED,INDUSTRY,"Nivalis Therapeutics, Inc.",PHASE1,phase_1,False,,cf,cftr_modulator,modulator,N2,therapeutic,0,0,0,auto_suggested,rules,,"Nivalis Therapeutics, Inc.",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02276898,A Randomized-Controlled Trial of Inhaled Hypertonic Saline (7%) to Evaluate the Lung Clearance Index,COMPLETED,OTHER,The Hospital for Sick Children,PHASE2,phase_2,False,,cf,mucociliary_clearance,mucociliary,N3,therapeutic,0,0,0,auto_suggested,rules,,The Hospital for Sick Children,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02277626,Electro Flo 5000 and Vest Therapy,COMPLETED,OTHER,Stanford University,PHASE4,approved,False,,cf,mucociliary_clearance,mucociliary,N3,supportive,0,0,0,auto_suggested,rules,,Stanford University,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02277860,Gaming Console Home-Based Exercise for Adults With Cystic Fibrosis,COMPLETED,OTHER,University of Alabama at Birmingham,NA,not_applicable,False,,cf,care_delivery,care_delivery,N8,supportive,0,0,0,auto_suggested,rules,,University of Alabama at Birmingham,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02279498,SOLUTION: Study of Oral Liprotamase Unit-Matched Therapy Of Non-Porcine Origin in Patients With Cystic Fibrosis,COMPLETED,INDUSTRY,Anthera Pharmaceuticals,PHASE3,phase_3,False,,cf,gi_nutrition,gi,N6,therapeutic,0,0,0,auto_suggested,rules,,Anthera Pharmaceuticals,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02286050,Effect of a Nursing Program for Patients With Cystic Fibrosis on Disease Management,COMPLETED,OTHER,University of Zurich,NA,not_applicable,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,University of Zurich,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02295566,"RATNO, Reducing Antibiotic Tolerance Using Nitric Oxide in CF - a Phase 2 Pilot Study",COMPLETED,OTHER,University Hospital Southampton NHS Foundation Trust,PHASE2,phase_2,False,,cf,antimicrobial,antimicrobial,N4,therapeutic,0,0,0,auto_suggested,rules,,University Hospital Southampton NHS Foundation Trust,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02301377,Exploring Novel Interventions to Improve Adherence in Children With Cystic Fibrosis,COMPLETED,OTHER,University of Michigan,NA,not_applicable,False,,cf,other,no_keyword_match,,diagnostic,0,0,0,auto_suggested,rules,,University of Michigan,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02303808,Positive Expiratory Pressure During Inhalation of Hypertonic Saline in Patients With Cystic Fibrosis,COMPLETED,OTHER,Universidad San Jorge,NA,not_applicable,False,,cf,mucociliary_clearance,mucociliary,N3,supportive,0,0,0,auto_suggested,rules,,Universidad San Jorge,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02310789,(Study: Vertex IIS) Does Ivacaftor Alter Wild Type CFTR-Open Probability In The Sweat Gland Secretory Coil?,COMPLETED,OTHER,Richard Barry Moss,NA,not_applicable,False,,cf,cftr_modulator,modulator,N2,therapeutic,0,0,0,auto_suggested,rules,,Richard Barry Moss,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02323100,Glycerol Phenylbutyrate Corrector Therapy For CF (Cystic Fibrosis),TERMINATED,OTHER,National Jewish Health,PHASE1;PHASE2,phase_1,False,,cf,gi_nutrition,gi,N6,therapeutic,0,0,0,auto_suggested,rules,,National Jewish Health,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02324855,Long-term Airway Clearance Therapy in Non-cystic Fibrosis Bronchiectasis,COMPLETED,OTHER,Universidad San Jorge,NA,not_applicable,False,non-cystic fibrosis bronchiectasis,ncfb,mucociliary_clearance,mucociliary,,not_cf_primary,0,0,0,auto_suggested,rules,,Universidad San Jorge,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02324868,Impact of Availability of Showerpatch for Patients With Intravenous Catheters,TERMINATED,OTHER,Universitaire Ziekenhuizen KU Leuven,NA,not_applicable,False,,cf,other,no_keyword_match,,diagnostic,0,0,0,auto_suggested,rules,,Universitaire Ziekenhuizen KU Leuven,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02325362,Effect of Miglustat on the Nasal Potential Difference in Patients With Cystic Fibrosis Homozygous for the F508del Mutation,COMPLETED,OTHER,Assistance Publique - Hôpitaux de Paris,PHASE2;PHASE3,phase_2,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Assistance Publique - Hôpitaux de Paris,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02334553,"Single Dose Study to Evaluate the Safety, and Efficacy of S-1226 (8%) in Subjects With Mild Atopic Asthma",COMPLETED,INDUSTRY,SolAeroMed Inc.,PHASE2,phase_2,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,SolAeroMed Inc.,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02342951,Evaluation of the Lung Clearance Index,COMPLETED,OTHER,Assistance Publique - Hôpitaux de Paris,NA,not_applicable,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Assistance Publique - Hôpitaux de Paris,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02342964,Comparison of Non-invasive Measurement Methods of Hepatic Fibrosis in Cystic Fibrosis,COMPLETED,OTHER,Assistance Publique - Hôpitaux de Paris,NA,not_applicable,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Assistance Publique - Hôpitaux de Paris,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02343445,Clearing Lungs With Epithelial Sodium Channel (ENaC) Inhibition in Cystic Fibrosis (CF),COMPLETED,INDUSTRY,Parion Sciences,PHASE2,phase_2,False,,cf,mucociliary_clearance,mucociliary,N3,therapeutic,0,0,0,auto_suggested,rules,,Parion Sciences,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02347657,"A Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Study to Evaluate the Efficacy and Safety of VX-661 in Combination With Ivacaftor",COMPLETED,INDUSTRY,Vertex Pharmaceuticals Incorporated,PHASE3,phase_3,False,,cf,cftr_modulator,modulator,N2,therapeutic,0,0,0,auto_suggested,rules,,Vertex Pharmaceuticals Incorporated,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02354859,A Phase 2 IV Gallium Study for Patients With Cystic Fibrosis (IGNITE Study),COMPLETED,OTHER,University of Washington,PHASE2,phase_2,False,,cf,antimicrobial,gallium_ntm,N4,therapeutic,0,0,0,auto_suggested,rules,,University of Washington,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02358798,Respiratory Function at Preschool Age of Children Detected of Cystic Fibrosis in Neonatal Period,COMPLETED,OTHER,"University Hospital, Montpellier",NA,not_applicable,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,"University Hospital, Montpellier",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02359357,FTIH - Single and Repeat Oral Doses of FDL169 in Healthy Volunteers,COMPLETED,OTHER,Flatley Discovery Lab LLC,PHASE1,phase_1,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Flatley Discovery Lab LLC,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02372383,Improving Treatment of Nontuberculous Mycobacterial Infection in Cystic Fibrosis,COMPLETED,OTHER,"University of Colorado, Denver",NA,not_applicable,False,,cf,gi_nutrition,gi,N6,therapeutic,0,0,0,auto_suggested,rules,,"University of Colorado, Denver",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02378467,Saline Hypertonic in Preschoolers,COMPLETED,OTHER,"University of Washington, the Collaborative Health Studies Coordinating Center",NA,not_applicable,False,,cf,mucociliary_clearance,mucociliary,N3,therapeutic,0,0,0,auto_suggested,rules,,"University of Washington, the Collaborative Health Studies Coordinating Center",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02390219,Study to Evaluate Lumacaftor and Ivacaftor Combination Therapy in Subjects 12 Years and Older With Advanced Lung Disease,COMPLETED,INDUSTRY,Vertex Pharmaceuticals Incorporated,PHASE3,phase_3,False,,cf,cftr_modulator,modulator,N2,therapeutic,0,0,0,auto_suggested,rules,,Vertex Pharmaceuticals Incorporated,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02392234,"A Phase 3 Study to Evaluate the Efficacy and Safety of Ivacaftor and VX-661 in Combination With Ivacaftor in Subjects Aged 12 Years and Older With Cystic Fibrosis, Heterozygous for the F508del-cystic Fibrosis Transmembrane Conductance Regulator (CFTR) Mutation",COMPLETED,INDUSTRY,Vertex Pharmaceuticals Incorporated,PHASE3,phase_3,False,,cf,cftr_modulator,modulator,N2,therapeutic,0,0,0,auto_suggested,rules,,Vertex Pharmaceuticals Incorporated,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02392663,Sputum Clearance Effects of Hypertonic Saline in Non-cystic Fibrosis Bronchiectasis,COMPLETED,OTHER,Hospital Clinic of Barcelona,NA,not_applicable,False,non-cystic fibrosis bronchiectasis,ncfb,mucociliary_clearance,mucociliary,,not_cf_primary,0,0,0,auto_suggested,rules,,Hospital Clinic of Barcelona,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02398383,Role of Glucagon In Glucose Control in Cystic Fibrosis Related Diabetes,COMPLETED,OTHER,Yale University,EARLY_PHASE1,phase_1,False,,cf,metabolic_cfrd,cfrd,N5,supportive,0,0,0,auto_suggested,rules,,Yale University,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02399241,Using Remote Telemonitoring to Detect Early Decline in Lung Function & Streamline Clinics in Adults With Cystic Fibrosis,COMPLETED,OTHER,Sheffield Teaching Hospitals NHS Foundation Trust,NA,not_applicable,False,,cf,other,no_keyword_match,,diagnostic,0,0,0,auto_suggested,rules,,Sheffield Teaching Hospitals NHS Foundation Trust,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02411981,Effects of Chest Physiotherapy (CPT) on Lung Clearance Index (LCI) in Non Cystic Fibrosis (CF) Bronchiectasis,COMPLETED,OTHER,Cliniques universitaires Saint-Luc- Université Catholique de Louvain,NA,not_applicable,False,non-cf bronchiectasis,ncfb,other,no_keyword_match,,not_cf_primary,0,0,0,auto_suggested,rules,,Cliniques universitaires Saint-Luc- Université Catholique de Louvain,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02412111,"A Phase 3 Study of Tezacaftor (VX-661) in Combination With Ivacaftor (VX-770) in Subjects Aged 12 Years and Older With Cystic Fibrosis (CF), Who Have One F508del-CFTR Mutation and a Second Mutation That Has Been Demonstrated to be Clinically Responsive to Ivacaftor",COMPLETED,INDUSTRY,Vertex Pharmaceuticals Incorporated,PHASE3,phase_3,False,,cf,cftr_modulator,modulator,N2,therapeutic,0,0,0,auto_suggested,rules,,Vertex Pharmaceuticals Incorporated,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02415959,Efficacy and Safety Study of Creon IR in Subjects With Pancreatic Exocrine Insufficiency Due to Cystic Fibrosis,COMPLETED,INDUSTRY,Abbott,PHASE2,phase_2,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Abbott,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02421120,Population Pharmacokinetics and Safety of Intravenous Ceftolozane/Tazobactam in Adult Cystic Fibrosis Patients,COMPLETED,OTHER,"Joseph L. Kuti, PharmD",PHASE4,approved,False,,cf,antimicrobial,antimicrobial,N4,therapeutic,0,0,0,auto_suggested,rules,,"Joseph L. Kuti, PharmD",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02423447,Comparison of the Airway Clearance Efficacy of Electro Flo 5000 and the G5 Flimm-Fighter in Patients With CF,COMPLETED,OTHER,Stanford University,NA,not_applicable,False,,cf,mucociliary_clearance,mucociliary,N3,supportive,0,0,0,auto_suggested,rules,,Stanford University,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02433132,Cystic Fibrosis Diagnosis by Analyzing Nasal Brushing,UNKNOWN,OTHER,Assistance Publique - Hôpitaux de Paris,NA,not_applicable,False,,cf,diagnostic,diagnostic,,diagnostic,0,0,0,auto_suggested,rules,,Assistance Publique - Hôpitaux de Paris,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02443688,"EMPIRE CF: A Phase 2 Study to Evaluate the Efficacy, Safety, and Tolerability of CTX-4430 in Adult Cystic Fibrosis (CF) Patients",COMPLETED,OTHER,"Celtaxsys, Inc.",PHASE2,phase_2,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,"Celtaxsys, Inc.",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02444234,Pharmacokinetics of Tedizolid Phosphate in Cystic Fibrosis,COMPLETED,OTHER,University of Southern California,PHASE4,approved,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,University of Southern California,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02449785,Assessment of Cystic Fibrosis Lung Involvement With UTE Pulse Sequences,COMPLETED,OTHER,"University Hospital, Bordeaux",NA,not_applicable,False,,cf,diagnostic,diagnostic,,diagnostic,0,0,0,auto_suggested,rules,,"University Hospital, Bordeaux",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02453789,A Study of OligoG in Cystic Fibrosis Subjects With Burkholderia Spp. Infection,COMPLETED,INDUSTRY,AlgiPharma AS,PHASE2,phase_2,False,,cf,antimicrobial,antimicrobial,N4,therapeutic,0,0,0,auto_suggested,rules,,AlgiPharma AS,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02456103,Extension Study of Ataluren in Participants With Nonsense Mutation Cystic Fibrosis,TERMINATED,INDUSTRY,PTC Therapeutics,PHASE3,phase_3,False,,cf,nonsense_readthrough,nonsense,N1,therapeutic,0,0,0,auto_suggested,rules,,PTC Therapeutics,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02465450,"Safety, Tolerability, Pharmacokinetics, and Efficacy of JBT-101 (Lenabasum) in Cystic Fibrosis",COMPLETED,INDUSTRY,Corbus Pharmaceuticals Inc.,PHASE2,phase_2,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Corbus Pharmaceuticals Inc.,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02468908,Inhaled Molgramostim (rhGM-CSF) in Healthy Adult Subjects,COMPLETED,INDUSTRY,Savara Inc.,PHASE1,phase_1,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Savara Inc.,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02489955,Antibiotic Nephrotoxicity in Adult Patients With Cystic Fibrosis,UNKNOWN,OTHER,The Leeds Teaching Hospitals NHS Trust,NA,not_applicable,False,,cf,antimicrobial,antimicrobial,N4,therapeutic,0,0,0,auto_suggested,rules,,The Leeds Teaching Hospitals NHS Trust,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02496780,The Impact of Insulin Therapy on Protein Turnover in Pre-Diabetic Cystic Fibrosis Patients,TERMINATED,OTHER,University of Minnesota,PHASE2;PHASE3,phase_2,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,University of Minnesota,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02498535,Efficacy and Safety of Inhaled Nitric Oxide (NO) in Cystic Fibrosis (CF) Patients,TERMINATED,INDUSTRY,"Novoteris, LLC",PHASE2,phase_2,False,,cf,antimicrobial,antimicrobial,N4,therapeutic,0,0,0,auto_suggested,rules,,"Novoteris, LLC",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02501369,Investigating the Use of a Positive Parenting Programme to Improve Treatment Adherence in Cystic Fibrosis,COMPLETED,OTHER,Emma Wells,NA,not_applicable,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Emma Wells,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02504827,Steady-state Pharmacokinetics of Ceftazidime/Avibactam in Cystic Fibrosis,COMPLETED,OTHER,University of Southern California,PHASE4,approved,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,University of Southern California,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02507843,Vitamin D as an Adjunctive Treatment in Patients With Non-Cystic Fibrosis Bronchiectasis,UNKNOWN,OTHER,"Shanghai Pulmonary Hospital, Shanghai, China",PHASE4,approved,False,non-cystic fibrosis bronchiectasis,ncfb,other,no_keyword_match,,not_cf_primary,0,0,0,auto_suggested,rules,,"Shanghai Pulmonary Hospital, Shanghai, China",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02508207,"A Phase 2 Study to Evaluate Effects of VX-661/Ivacaftor on Lung and Extrapulmonary Systems in Subjects With Cystic Fibrosis, Homozygous for the F508del-CFTR Mutation",COMPLETED,INDUSTRY,Vertex Pharmaceuticals Incorporated,PHASE2,phase_2,False,,cf,cftr_modulator,modulator,N2,therapeutic,0,0,0,auto_suggested,rules,,Vertex Pharmaceuticals Incorporated,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02514473,"A Study to Evaluate the Efficacy and Safety of Lumacaftor in Combination With Ivacaftor in Subjects With CF, Homozygous for the F508del-CFTR Mutation",COMPLETED,INDUSTRY,Vertex Pharmaceuticals Incorporated,PHASE3,phase_3,False,,cf,cftr_modulator,modulator,N2,therapeutic,0,0,0,auto_suggested,rules,,Vertex Pharmaceuticals Incorporated,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02516410,"A Study to Evaluate the Efficacy and Safety of VX-661 in Combination With Ivacaftor in Subjects Aged 12 Years and Older With Cystic Fibrosis, Heterozygous for the F508del-CFTR Mutation",COMPLETED,INDUSTRY,Vertex Pharmaceuticals Incorporated,PHASE3,phase_3,False,,cf,cftr_modulator,modulator,N2,therapeutic,0,0,0,auto_suggested,rules,,Vertex Pharmaceuticals Incorporated,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02518672,Pro-resolving Effect of MAG-DHA in Cystic Fibrosis (PREMDIC),TERMINATED,INDUSTRY,SCF Pharma,PHASE2,phase_2,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,SCF Pharma,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02526004,Cystic Fibrosis Microbiome-determined Antibiotic Therapy Trial in Exacerbations: Results Stratified,COMPLETED,OTHER,University College Cork,NA,not_applicable,False,,cf,antimicrobial,antimicrobial,N4,therapeutic,0,0,0,auto_suggested,rules,,University College Cork,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02531984,The Efficacy of Azithromycin in Treating Children With Non Cystic Fibrosis Bronchiectasis,UNKNOWN,OTHER,Assistance Publique Hopitaux De Marseille,PHASE3,phase_3,False,non-cystic fibrosis bronchiectasis,ncfb,antimicrobial,antimicrobial,,not_cf_primary,0,0,0,auto_suggested,rules,,Assistance Publique Hopitaux De Marseille,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02532764,Dose Escalation Study of QR-010 in Homozygous ΔF508 Cystic Fibrosis Patients,COMPLETED,INDUSTRY,ProQR Therapeutics,PHASE1;PHASE2,phase_1,False,,cf,aso_oligonucleotide,aso,N1,therapeutic,0,0,0,auto_suggested,rules,,ProQR Therapeutics,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02535130,Evaluation of Nebulization and Positive Expiratory Pressure Combination,UNKNOWN,OTHER,Cliniques universitaires Saint-Luc- Université Catholique de Louvain,NA,not_applicable,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Cliniques universitaires Saint-Luc- Université Catholique de Louvain,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02538575,6 Minute Walk Test in Cystic Fibrosis,COMPLETED,OTHER,Assistance Publique - Hôpitaux de Paris,NA,not_applicable,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Assistance Publique - Hôpitaux de Paris,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02538588,Comparison of Amikacin Lung Delivery With Two Nebulizers,UNKNOWN,OTHER,Cliniques universitaires Saint-Luc- Université Catholique de Louvain,NA,not_applicable,False,,cf,antimicrobial,antimicrobial,N4,diagnostic,0,0,0,auto_suggested,rules,,Cliniques universitaires Saint-Luc- Université Catholique de Louvain,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02544451,Rollover Study to Evaluate the Safety and Efficacy of Long-term Treatment With Lumacaftor in Combination With Ivacaftor,COMPLETED,INDUSTRY,Vertex Pharmaceuticals Incorporated,PHASE3,phase_3,False,,cf,cftr_modulator,modulator,N2,therapeutic,0,0,0,auto_suggested,rules,,Vertex Pharmaceuticals Incorporated,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02547116,Epidemiology and Treatment of Small-colony Variant Staphylococcus Aureus in Cystic Fibrosis,WITHDRAWN,OTHER,Johns Hopkins University,PHASE4,approved,False,,cf,antimicrobial,antimicrobial,N4,therapeutic,0,0,0,auto_suggested,rules,,Johns Hopkins University,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02550041,Analysis T Cells Response for Identification of Aspergillus Bronchitis With Cystic Fibrosis Patients,TERMINATED,OTHER,"University Hospital, Montpellier",NA,not_applicable,False,,cf,antifungal,antifungal,N4,supportive,0,0,0,auto_suggested,rules,,"University Hospital, Montpellier",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02552043,Video Game Exercise Effectiveness of a Domiciliary Pulmonary Rehabilitation Program in Cystic Fibrosis Patients,COMPLETED,OTHER,Universidad Autonoma de Madrid,NA,not_applicable,False,,cf,care_delivery,care_delivery,N8,supportive,0,0,0,auto_suggested,rules,,Universidad Autonoma de Madrid,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02563197,Inhalation Flow Rate-study,COMPLETED,INDUSTRY,Bayer,PHASE1,phase_1,False,non-cf bronchiectasis,ncfb,other,no_keyword_match,,not_cf_primary,0,0,0,auto_suggested,rules,,Bayer,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02564354,Exploratory Study to Evaluate QR-010 in Subjects With Cystic Fibrosis ΔF508 CFTR Mutation,COMPLETED,INDUSTRY,ProQR Therapeutics,PHASE1,phase_1,False,,cf,aso_oligonucleotide,aso,N1,therapeutic,0,0,0,auto_suggested,rules,,ProQR Therapeutics,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02565914,A Study to Evaluate the Safety and Efficacy of Long Term Treatment With VX-661 in Combination With Ivacaftor in Participants With Cystic Fibrosis Who Have an F508del-CFTR Mutation,COMPLETED,INDUSTRY,Vertex Pharmaceuticals Incorporated,PHASE3,phase_3,False,,cf,cftr_modulator,modulator,N2,therapeutic,0,0,0,auto_suggested,rules,,Vertex Pharmaceuticals Incorporated,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02566044,"Safety, Pharmacokinetics and Pharmacodynamics Study of Inhaled QBW276 in Patients With Cystic Fibrosis",COMPLETED,INDUSTRY,Novartis Pharmaceuticals,PHASE1;PHASE2,phase_1,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Novartis Pharmaceuticals,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02589236,Study of Cavosonstat (N91115) in Patients With CF Homozygous for the F508del-CFTR Mutation,COMPLETED,INDUSTRY,"Nivalis Therapeutics, Inc.",PHASE2,phase_2,False,,cf,cftr_modulator,modulator,N2,therapeutic,0,0,0,auto_suggested,rules,,"Nivalis Therapeutics, Inc.",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02589444,Vitamin D and Microbiota in Cystic Fibrosis,COMPLETED,OTHER,Emory University,NA,not_applicable,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Emory University,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02591524,Upper and Lower Airway Colonization in Cystic Fibrosis Patients After Lung Transplantation,UNKNOWN,OTHER,Hannover Medical School,NA,not_applicable,False,,cf,antimicrobial,antimicrobial,N4,supportive,0,0,0,auto_suggested,rules,,Hannover Medical School,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02598128,"Safety, Tolerability and Fat Absorption Using Enteral Feeding In-line Enzyme Cartridge (Relizorb)",COMPLETED,INDUSTRY,"Alcresta Therapeutics, Inc.",NA,not_applicable,False,,cf,gi_nutrition,gi,N6,diagnostic,0,0,0,auto_suggested,rules,,"Alcresta Therapeutics, Inc.",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02598999,Dose Escalation Study of ALX-009 in Healthy Men and Cystic Fibrosis (CF) and Non-CF Bronchiectasis Patients,TERMINATED,INDUSTRY,Alaxia SAS,PHASE1,phase_1,False,non-cf bronchiectasis,ncfb,other,no_keyword_match,,not_cf_primary,0,0,0,auto_suggested,rules,,Alaxia SAS,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02600039,The Short-term Effect of ELTGOL on Pulmonary Ventilation Valued Through Electrical Impedance Tomography in Cystic Fibrosis Patients,UNKNOWN,OTHER,Universidade Federal de Pernambuco,NA,not_applicable,False,,cf,other,no_keyword_match,,diagnostic,0,0,0,auto_suggested,rules,,Universidade Federal de Pernambuco,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02603666,Elastography of the Liver in Cystic Fibrosis Patients. Diagnostic and Prognostic Aspects,COMPLETED,OTHER,Karolinska University Hospital,NA,not_applicable,False,,cf,diagnostic,diagnostic,,diagnostic,0,0,0,auto_suggested,rules,,Karolinska University Hospital,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT02605538,Hepatitis B in Cystic Fibrosis and Latent Tuberculosis Respectively,WITHDRAWN,OTHER,Karolinska University Hospital,NA,not_applicable,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Karolinska University Hospital,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
